,dataid,local_15min,solar_total,grid,sequence
1690499,27,2019-05-28 06:45:00,-0.003,0.384,2600
1690655,27,2019-05-28 07:00:00,-0.003,0.422,2601
1690566,27,2019-05-28 07:15:00,-0.003,0.404,2602
1690565,27,2019-05-28 07:30:00,-0.003,0.489,2603
1690564,27,2019-05-28 07:45:00,-0.003,0.505,2604
1690733,27,2019-05-28 08:00:00,-0.003,0.469,2605
1690732,27,2019-05-28 08:15:00,-0.003,0.411,2606
1690693,27,2019-05-28 08:30:00,-0.003,0.297,2607
1690692,27,2019-05-28 08:45:00,-0.003,0.332,2608
1690835,27,2019-05-28 09:00:00,-0.003,0.35,2609
1690834,27,2019-05-28 09:15:00,-0.003,0.327,2610
1690821,27,2019-05-28 09:30:00,-0.002,0.295,2611
1690820,27,2019-05-28 09:45:00,-0.001,0.327,2612
1690960,27,2019-05-28 10:00:00,-0.001,0.347,2613
1690959,27,2019-05-28 10:15:00,0.038,0.807,2614
1690882,27,2019-05-28 10:30:00,0.145,0.436,2615
1690881,27,2019-05-28 10:45:00,0.134,0.536,2616
1691004,27,2019-05-28 11:00:00,0.129,1.057,2617
1691003,27,2019-05-28 11:15:00,0.212,0.489,2618
1691002,27,2019-05-28 11:30:00,0.113,0.501,2619
1691001,27,2019-05-28 11:45:00,0.235,0.339,2620
1691148,27,2019-05-28 12:00:00,0.656,-0.172,2621
1691087,27,2019-05-28 12:15:00,0.545,-0.077,2622
1691086,27,2019-05-28 12:30:00,0.526,-0.004,2623
1691085,27,2019-05-28 12:45:00,0.687,-0.145,2624
1691256,27,2019-05-28 13:00:00,0.526,0.098,2625
1691255,27,2019-05-28 13:15:00,1.005,-0.354,2626
1691254,27,2019-05-28 13:30:00,1.526,-0.921,2627
1691253,27,2019-05-28 13:45:00,1.748,-1.151,2628
1691373,27,2019-05-28 14:00:00,0.443,0.169,2629
1691372,27,2019-05-28 14:15:00,0.506,0.112,2630
1691371,27,2019-05-28 14:30:00,1.085,-0.436,2631
1691289,27,2019-05-28 14:45:00,1.64,-0.871,2632
1691433,27,2019-05-28 15:00:00,1.335,-0.664,2633
1691432,27,2019-05-28 15:15:00,1.771,-1.086,2634
1691431,27,2019-05-28 15:30:00,1.597,-0.84,2635
1691430,27,2019-05-28 15:45:00,2.844,-2.161,2636
1691541,27,2019-05-28 16:00:00,2.025,-1.577,2637
1691540,27,2019-05-28 16:15:00,5.279,-4.814,2638
1691539,27,2019-05-28 16:30:00,3.811,-3.555,2639
1691538,27,2019-05-28 16:45:00,4.024,-3.641,2640
1691661,27,2019-05-28 17:00:00,4.896,-4.506,2641
1691660,27,2019-05-28 17:15:00,2.804,-2.497,2642
1691659,27,2019-05-28 17:30:00,6.091,-4.203,2643
1691658,27,2019-05-28 17:45:00,6.832,-3.206,2644
1691737,27,2019-05-28 18:00:00,6.832,-3.216,2645
1691708,27,2019-05-28 18:15:00,7.052,-3.422,2646
1691707,27,2019-05-28 18:30:00,8.071,-4.446,2647
1691706,27,2019-05-28 18:45:00,6.992,-3.395,2648
1691881,27,2019-05-28 19:00:00,7.427,-3.679,2649
1691812,27,2019-05-28 19:15:00,5.665,-2.513,2650
1691811,27,2019-05-28 19:30:00,5.048,-4.187,2651
1691810,27,2019-05-28 19:45:00,5.322,-4.881,2652
1691945,27,2019-05-28 20:00:00,1.339,-0.941,2653
1691912,27,2019-05-28 20:15:00,2.06,-1.73,2654
1691911,27,2019-05-28 20:30:00,4.069,-3.76,2655
1691910,27,2019-05-28 20:45:00,4.713,-4.371,2656
1692060,27,2019-05-28 21:00:00,4.225,-3.988,2657
1692059,27,2019-05-28 21:15:00,4.692,-4.378,2658
1692058,27,2019-05-28 21:30:00,2.949,-2.664,2659
1692057,27,2019-05-28 21:45:00,1.467,-1.281,2660
1692177,27,2019-05-28 22:00:00,1.776,-1.547,2661
1692176,27,2019-05-28 22:15:00,2.289,-2.063,2662
1692139,27,2019-05-28 22:30:00,1.521,-1.014,2663
1692138,27,2019-05-28 22:45:00,0.872,0.067,2664
1692212,27,2019-05-28 23:00:00,0.581,0.194,2665
1692195,27,2019-05-28 23:15:00,0.451,-0.015,2666
1692194,27,2019-05-28 23:30:00,0.328,0.303,2667
1692193,27,2019-05-28 23:45:00,0.221,0.724,2668
1692370,27,2019-05-29 00:00:00,0.043,0.9,2669
1692313,27,2019-05-29 00:15:00,0.007,0.865,2670
1692312,27,2019-05-29 00:30:00,-0.003,0.922,2671
1692311,27,2019-05-29 00:45:00,-0.003,0.531,2672
1692437,27,2019-05-29 01:00:00,-0.003,0.513,2673
1692401,27,2019-05-29 01:15:00,-0.003,0.556,2674
1692400,27,2019-05-29 01:30:00,-0.003,0.652,2675
1692399,27,2019-05-29 01:45:00,-0.003,0.682,2676
1692546,27,2019-05-29 02:00:00,-0.003,0.552,2677
1692505,27,2019-05-29 02:15:00,-0.003,0.516,2678
1692504,27,2019-05-29 02:30:00,-0.003,0.67,2679
1692503,27,2019-05-29 02:45:00,-0.003,0.653,2680
1692666,27,2019-05-29 03:00:00,-0.003,0.217,2681
1692665,27,2019-05-29 03:15:00,-0.003,0.235,2682
1692620,27,2019-05-29 03:30:00,-0.003,0.238,2683
1692619,27,2019-05-29 03:45:00,-0.003,0.236,2684
1692678,27,2019-05-29 04:00:00,-0.003,0.206,2685
1692677,27,2019-05-29 04:15:00,-0.003,0.219,2686
1692676,27,2019-05-29 04:30:00,-0.003,0.297,2687
1692675,27,2019-05-29 04:45:00,-0.003,0.289,2688
1692802,27,2019-05-29 05:00:00,-0.003,0.393,2689
1692801,27,2019-05-29 05:15:00,-0.003,0.377,2690
1692800,27,2019-05-29 05:30:00,-0.003,0.331,2691
1692799,27,2019-05-29 05:45:00,-0.003,0.279,2692
1692943,27,2019-05-29 06:00:00,-0.003,0.215,2693
1692869,27,2019-05-29 06:15:00,-0.003,0.211,2694
1692868,27,2019-05-29 06:30:00,-0.003,0.218,2695
1692867,27,2019-05-29 06:45:00,-0.003,0.221,2696
1692995,27,2019-05-29 07:00:00,-0.003,0.204,2697
1692994,27,2019-05-29 07:15:00,-0.003,0.211,2698
1692993,27,2019-05-29 07:30:00,-0.003,0.338,2699
1692992,27,2019-05-29 07:45:00,-0.003,0.354,2700
1693139,27,2019-05-29 08:00:00,-0.003,0.324,2701
1693086,27,2019-05-29 08:15:00,-0.003,0.272,2702
1693085,27,2019-05-29 08:30:00,-0.003,0.343,2703
1693084,27,2019-05-29 08:45:00,-0.003,0.326,2704
1693257,27,2019-05-29 09:00:00,-0.003,0.319,2705
1693176,27,2019-05-29 09:15:00,-0.003,0.33,2706
1693175,27,2019-05-29 09:30:00,-0.003,0.344,2707
1693174,27,2019-05-29 09:45:00,-0.002,0.327,2708
1693369,27,2019-05-29 10:00:00,0.02,0.267,2709
1693332,27,2019-05-29 10:15:00,0.095,0.315,2710
1693331,27,2019-05-29 10:30:00,0.131,1.046,2711
1693330,27,2019-05-29 10:45:00,0.172,1.032,2712
1693457,27,2019-05-29 11:00:00,0.252,0.427,2713
1693456,27,2019-05-29 11:15:00,0.416,0.437,2714
1693455,27,2019-05-29 11:30:00,0.596,0.738,2715
1693454,27,2019-05-29 11:45:00,0.775,1.211,2716
1693503,27,2019-05-29 12:00:00,1.061,-0.134,2717
1693502,27,2019-05-29 12:15:00,1.475,-0.662,2718
1693501,27,2019-05-29 12:30:00,1.972,-0.023,2719
1693500,27,2019-05-29 12:45:00,1.69,0.567,2720
1693629,27,2019-05-29 13:00:00,2.455,-1.777,2721
1693628,27,2019-05-29 13:15:00,2.486,-2.193,2722
1693627,27,2019-05-29 13:30:00,2.493,-2.237,2723
1693626,27,2019-05-29 13:45:00,3.358,-3.096,2724
1693733,27,2019-05-29 14:00:00,4.133,-3.782,2725
1693732,27,2019-05-29 14:15:00,3.691,-3.352,2726
1693731,27,2019-05-29 14:30:00,2.977,-2.706,2727
1693730,27,2019-05-29 14:45:00,3.096,-2.864,2728
1693809,27,2019-05-29 15:00:00,2.339,-2.133,2729
1693808,27,2019-05-29 15:15:00,4.148,-3.903,2730
1693807,27,2019-05-29 15:30:00,3.105,-2.82,2731
1693806,27,2019-05-29 15:45:00,2.551,-2.272,2732
1693965,27,2019-05-29 16:00:00,1.476,-1.214,2733
1693964,27,2019-05-29 16:15:00,1.279,-1.02,2734
1693963,27,2019-05-29 16:30:00,1.97,-1.61,2735
1693962,27,2019-05-29 16:45:00,5.785,-5.386,2736
1694065,27,2019-05-29 17:00:00,8.307,-7.925,2737
1694064,27,2019-05-29 17:15:00,3.225,-3.008,2738
1694063,27,2019-05-29 17:30:00,2.82,-2.62,2739
1694062,27,2019-05-29 17:45:00,3.651,-3.433,2740
1694109,27,2019-05-29 18:00:00,3.396,-3.177,2741
1694108,27,2019-05-29 18:15:00,2.821,-2.637,2742
1694107,27,2019-05-29 18:30:00,1.72,-1.52,2743
1694106,27,2019-05-29 18:45:00,3.779,-3.471,2744
1694240,27,2019-05-29 19:00:00,2.183,-1.817,2745
1694168,27,2019-05-29 19:15:00,2.36,-1.97,2746
1694167,27,2019-05-29 19:30:00,5.137,-4.837,2747
1694166,27,2019-05-29 19:45:00,5.313,-5.053,2748
1694320,27,2019-05-29 20:00:00,2.432,-2.037,2749
1694284,27,2019-05-29 20:15:00,1.922,-1.582,2750
1694283,27,2019-05-29 20:30:00,1.478,-1.219,2751
1694282,27,2019-05-29 20:45:00,2.115,-1.764,2752
1694453,27,2019-05-29 21:00:00,2.222,-1.845,2753
1694440,27,2019-05-29 21:15:00,1.396,-1.053,2754
1694439,27,2019-05-29 21:30:00,0.838,-0.532,2755
1694438,27,2019-05-29 21:45:00,0.654,-0.349,2756
1694541,27,2019-05-29 22:00:00,0.967,-0.586,2757
1694524,27,2019-05-29 22:15:00,0.933,-0.558,2758
1694523,27,2019-05-29 22:30:00,1.01,-0.613,2759
1694522,27,2019-05-29 22:45:00,1.417,-0.991,2760
1694596,27,2019-05-29 23:00:00,1.212,-0.645,2761
1694595,27,2019-05-29 23:15:00,0.485,0.568,2762
1694594,27,2019-05-29 23:30:00,0.346,0.158,2763
1694593,27,2019-05-29 23:45:00,0.154,0.334,2764
1694750,27,2019-05-30 00:00:00,0.05,0.492,2765
1694749,27,2019-05-30 00:15:00,-0.002,0.503,2766
1694703,27,2019-05-30 00:30:00,-0.002,0.719,2767
1694702,27,2019-05-30 00:45:00,-0.001,4.012,2768
1694769,27,2019-05-30 01:00:00,-0.001,3.959,2769
1694768,27,2019-05-30 01:15:00,-0.001,3.914,2770
1694767,27,2019-05-30 01:30:00,-0.001,3.773,2771
1694778,27,2019-05-30 01:45:00,-0.001,3.784,2772
1694913,27,2019-05-30 02:00:00,-0.001,3.919,2773
1694912,27,2019-05-30 02:15:00,-0.001,3.948,2774
1694911,27,2019-05-30 02:30:00,-0.001,3.827,2775
1694910,27,2019-05-30 02:45:00,-0.003,1.975,2776
1695004,27,2019-05-30 03:00:00,-0.003,0.644,2777
1695003,27,2019-05-30 03:15:00,-0.003,0.618,2778
1695002,27,2019-05-30 03:30:00,-0.003,0.563,2779
1695001,27,2019-05-30 03:45:00,-0.003,0.586,2780
1695150,27,2019-05-30 04:00:00,-0.003,0.767,2781
1695137,27,2019-05-30 04:15:00,-0.003,0.729,2782
1695136,27,2019-05-30 04:30:00,-0.003,0.62,2783
1695135,27,2019-05-30 04:45:00,-0.003,0.435,2784
1695245,27,2019-05-30 05:00:00,-0.003,0.271,2785
1695216,27,2019-05-30 05:15:00,-0.003,0.225,2786
1695215,27,2019-05-30 05:30:00,-0.003,0.184,2787
1695214,27,2019-05-30 05:45:00,-0.003,0.273,2788
1695293,27,2019-05-30 06:00:00,-0.003,0.33,2789
1695292,27,2019-05-30 06:15:00,-0.003,0.28,2790
1695283,27,2019-05-30 06:30:00,-0.003,0.209,2791
1695282,27,2019-05-30 06:45:00,-0.003,0.212,2792
1695389,27,2019-05-30 07:00:00,-0.003,0.27,2793
1695388,27,2019-05-30 07:15:00,-0.003,0.303,2794
1695387,27,2019-05-30 07:30:00,-0.003,0.272,2795
1695386,27,2019-05-30 07:45:00,-0.003,0.349,2796
1695530,27,2019-05-30 08:00:00,-0.003,0.355,2797
1695529,27,2019-05-30 08:15:00,-0.003,0.277,2798
1695528,27,2019-05-30 08:30:00,-0.003,0.215,2799
1695527,27,2019-05-30 08:45:00,-0.003,0.268,2800
1695582,27,2019-05-30 09:00:00,-0.003,0.368,2801
1695569,27,2019-05-30 09:15:00,-0.003,0.338,2802
1695568,27,2019-05-30 09:30:00,-0.001,0.278,2803
1695567,27,2019-05-30 09:45:00,0.065,0.25,2804
1695762,27,2019-05-30 10:00:00,0.263,0.117,2805
1695749,27,2019-05-30 10:15:00,0.402,-0.097,2806
1695748,27,2019-05-30 10:30:00,0.359,0.048,2807
1695747,27,2019-05-30 10:45:00,0.556,0.789,2808
1695830,27,2019-05-30 11:00:00,1.029,-0.192,2809
1695829,27,2019-05-30 11:15:00,1.007,0.039,2810
1695789,27,2019-05-30 11:30:00,1.299,-0.535,2811
1695788,27,2019-05-30 11:45:00,1.351,-0.636,2812
1695914,27,2019-05-30 12:00:00,1.451,-0.341,2813
1695913,27,2019-05-30 12:15:00,1.155,-0.456,2814
1695912,27,2019-05-30 12:30:00,2.311,-1.679,2815
1695911,27,2019-05-30 12:45:00,3.435,-3.108,2816
1696038,27,2019-05-30 13:00:00,4.018,-3.589,2817
1696037,27,2019-05-30 13:15:00,3.56,-2.796,2818
1696036,27,2019-05-30 13:30:00,4.194,-3.503,2819
1696035,27,2019-05-30 13:45:00,4.583,-3.879,2820
1696110,27,2019-05-30 14:00:00,2.777,-2.174,2821
1696109,27,2019-05-30 14:15:00,2.364,-2.028,2822
1696108,27,2019-05-30 14:30:00,2.353,-2.085,2823
1696107,27,2019-05-30 14:45:00,2.133,-1.874,2824
1696262,27,2019-05-30 15:00:00,2.088,-1.857,2825
1696261,27,2019-05-30 15:15:00,1.975,-1.691,2826
1696260,27,2019-05-30 15:30:00,2.213,-1.94,2827
1696259,27,2019-05-30 15:45:00,2.148,-1.968,2828
1696296,27,2019-05-30 16:00:00,2.141,-1.909,2829
1696295,27,2019-05-30 16:15:00,2.324,-2.111,2830
1696268,27,2019-05-30 16:30:00,1.96,-1.681,2831
1696267,27,2019-05-30 16:45:00,3.033,-2.676,2832
1696422,27,2019-05-30 17:00:00,2.744,-2.427,2833
1696405,27,2019-05-30 17:15:00,2.176,-1.991,2834
1696404,27,2019-05-30 17:30:00,4.58,-4.314,2835
1696403,27,2019-05-30 17:45:00,6.317,-6.047,2836
1696550,27,2019-05-30 18:00:00,5.279,-5.095,2837
1696549,27,2019-05-30 18:15:00,4.103,-3.882,2838
1696548,27,2019-05-30 18:30:00,1.681,-1.478,2839
1696547,27,2019-05-30 18:45:00,2.158,-1.956,2840
1696602,27,2019-05-30 19:00:00,2.667,-2.355,2841
1696601,27,2019-05-30 19:15:00,2.204,-1.847,2842
1696600,27,2019-05-30 19:30:00,2.45,-2.061,2843
1696599,27,2019-05-30 19:45:00,2.567,-2.117,2844
1696758,27,2019-05-30 20:00:00,1.969,-1.595,2845
1696757,27,2019-05-30 20:15:00,2.934,-2.674,2846
1696756,27,2019-05-30 20:30:00,2.944,-2.648,2847
1696755,27,2019-05-30 20:45:00,2.526,-0.334,2848
1696802,27,2019-05-30 21:00:00,1.335,2.192,2849
1696801,27,2019-05-30 21:15:00,0.552,3.058,2850
1696800,27,2019-05-30 21:30:00,0.254,3.366,2851
1696795,27,2019-05-30 21:45:00,0.284,1.432,2852
1696906,27,2019-05-30 22:00:00,0.184,0.759,2853
1696905,27,2019-05-30 22:15:00,0.137,0.284,2854
1696904,27,2019-05-30 22:30:00,0.125,0.28,2855
1696903,27,2019-05-30 22:45:00,0.02,0.553,2856
1697018,27,2019-05-30 23:00:00,0.053,0.613,2857
1697017,27,2019-05-30 23:15:00,0.256,0.642,2858
1697016,27,2019-05-30 23:30:00,0.338,0.613,2859
1697015,27,2019-05-30 23:45:00,0.278,0.6,2860
1697150,27,2019-05-31 00:00:00,0.02,1.243,2861
1697149,27,2019-05-31 00:15:00,-0.002,1.296,2862
1697148,27,2019-05-31 00:30:00,-0.002,1.171,2863
1697147,27,2019-05-31 00:45:00,-0.003,1.216,2864
1697234,27,2019-05-31 01:00:00,-0.003,1.064,2865
1697189,27,2019-05-31 01:15:00,-0.003,0.953,2866
1697188,27,2019-05-31 01:30:00,-0.003,0.867,2867
1697187,27,2019-05-31 01:45:00,-0.003,0.886,2868
1697293,27,2019-05-31 02:00:00,-0.003,0.611,2869
1697292,27,2019-05-31 02:15:00,-0.003,0.686,2870
1697291,27,2019-05-31 02:30:00,-0.003,0.59,2871
1697290,27,2019-05-31 02:45:00,-0.003,0.682,2872
1697437,27,2019-05-31 03:00:00,-0.003,0.419,2873
1697436,27,2019-05-31 03:15:00,-0.003,0.232,2874
1697404,27,2019-05-31 03:30:00,-0.003,0.179,2875
1697403,27,2019-05-31 03:45:00,-0.003,0.242,2876
1697515,27,2019-05-31 04:00:00,-0.003,0.269,2877
1697476,27,2019-05-31 04:15:00,-0.004,0.186,2878
1697475,27,2019-05-31 04:30:00,-0.003,0.154,2879
1697474,27,2019-05-31 04:45:00,-0.003,0.243,2880
1697584,27,2019-05-31 05:00:00,-0.004,0.394,2881
1697597,27,2019-05-31 05:15:00,-0.003,0.361,2882
1697596,27,2019-05-31 05:30:00,-0.003,0.287,2883
1697595,27,2019-05-31 05:45:00,-0.003,0.293,2884
1697757,27,2019-05-31 06:00:00,-0.003,0.326,2885
1697740,27,2019-05-31 06:15:00,-0.003,0.242,2886
1697739,27,2019-05-31 06:30:00,-0.003,0.176,2887
1697738,27,2019-05-31 06:45:00,-0.003,0.246,2888
1697809,27,2019-05-31 07:00:00,-0.003,0.269,2889
1697808,27,2019-05-31 07:15:00,-0.003,0.172,2890
1697807,27,2019-05-31 07:30:00,-0.003,0.163,2891
1697806,27,2019-05-31 07:45:00,-0.003,0.357,2892
1697939,27,2019-05-31 08:00:00,-0.003,0.388,2893
1697867,27,2019-05-31 08:15:00,-0.003,0.262,2894
1697866,27,2019-05-31 08:30:00,-0.003,0.162,2895
1697865,27,2019-05-31 08:45:00,-0.003,0.237,2896
1698024,27,2019-05-31 09:00:00,-0.003,0.325,2897
1697975,27,2019-05-31 09:15:00,-0.003,0.241,2898
1697974,27,2019-05-31 09:30:00,-0.001,0.217,2899
1697973,27,2019-05-31 09:45:00,0.044,0.259,2900
1698132,27,2019-05-31 10:00:00,0.115,0.205,2901
1698131,27,2019-05-31 10:15:00,0.2,0.01,2902
1698130,27,2019-05-31 10:30:00,0.224,0.115,2903
1698129,27,2019-05-31 10:45:00,0.263,0.643,2904
1698192,27,2019-05-31 11:00:00,0.499,0.013,2905
1698191,27,2019-05-31 11:15:00,0.975,-0.559,2906
1698190,27,2019-05-31 11:30:00,0.82,-0.284,2907
1698189,27,2019-05-31 11:45:00,1.627,-1.316,2908
1698344,27,2019-05-31 12:00:00,2.006,-1.689,2909
1698343,27,2019-05-31 12:15:00,1.89,-1.68,2910
1698342,27,2019-05-31 12:30:00,1.518,-1.288,2911
1698341,27,2019-05-31 12:45:00,2.2,-1.819,2912
1698456,27,2019-05-31 13:00:00,2.343,-1.866,2913
1698455,27,2019-05-31 13:15:00,4.487,-3.927,2914
1698454,27,2019-05-31 13:30:00,5.566,-5.127,2915
1698453,27,2019-05-31 13:45:00,5.328,-4.812,2916
1698527,27,2019-05-31 14:00:00,5.327,-5.028,2917
1698526,27,2019-05-31 14:15:00,6.01,-5.772,2918
1698525,27,2019-05-31 14:30:00,7.904,-7.096,2919
1690848,27,2019-05-31 14:45:00,8.721,-7.965,2920
1698627,27,2019-05-31 15:00:00,6.71,-6.249,2921
1698626,27,2019-05-31 15:15:00,7.608,-7.208,2922
1698625,27,2019-05-31 15:30:00,6.742,-6.471,2923
1698624,27,2019-05-31 15:45:00,7.941,-7.548,2924
1698703,27,2019-05-31 16:00:00,8.477,-7.787,2925
1698702,27,2019-05-31 16:15:00,4.393,-4.055,2926
1698701,27,2019-05-31 16:30:00,4.958,-4.46,2927
1698700,27,2019-05-31 16:45:00,9.102,-8.591,2928
1698807,27,2019-05-31 17:00:00,8.779,-8.41,2929
1698806,27,2019-05-31 17:15:00,7.057,-6.725,2930
1698805,27,2019-05-31 17:30:00,8.767,-8.331,2931
1698804,27,2019-05-31 17:45:00,9.232,-8.935,2932
1698923,27,2019-05-31 18:00:00,8.816,-8.551,2933
1698922,27,2019-05-31 18:15:00,7.94,-7.593,2934
1698921,27,2019-05-31 18:30:00,8.809,-8.538,2935
1698920,27,2019-05-31 18:45:00,8.505,-8.043,2936
1699039,27,2019-05-31 19:00:00,7.951,-7.109,2937
1699038,27,2019-05-31 19:15:00,8.006,-7.262,2938
1699037,27,2019-05-31 19:30:00,7.423,-6.758,2939
1699036,27,2019-05-31 19:45:00,6.87,-6.138,2940
1699115,27,2019-05-31 20:00:00,6.58,-6.136,2941
1699114,27,2019-05-31 20:15:00,6.141,-5.861,2942
1699053,27,2019-05-31 20:30:00,5.731,-2.491,2943
1699052,27,2019-05-31 20:45:00,5.384,-1.652,2944
1699221,27,2019-05-31 21:00:00,4.555,-0.831,2945
1699154,27,2019-05-31 21:15:00,4.162,-0.414,2946
1699153,27,2019-05-31 21:30:00,3.58,-0.007,2947
1699152,27,2019-05-31 21:45:00,3.06,0.463,2948
1699275,27,2019-05-31 22:00:00,2.513,1.157,2949
1699262,27,2019-05-31 22:15:00,1.964,1.723,2950
1699261,27,2019-05-31 22:30:00,1.615,2.129,2951
1699260,27,2019-05-31 22:45:00,1.206,2.609,2952
1699430,27,2019-05-31 23:00:00,0.985,0.985,2953
1699413,27,2019-05-31 23:15:00,0.721,-0.369,2954
1699412,27,2019-05-31 23:30:00,0.535,-0.07,2955
1699411,27,2019-05-31 23:45:00,0.347,0.14,2956
1699540,27,2019-06-01 00:00:00,0.14,0.434,2957
1699469,27,2019-06-01 00:15:00,0.006,1.105,2958
1699468,27,2019-06-01 00:30:00,-0.002,1.919,2959
1699467,27,2019-06-01 00:45:00,-0.003,0.931,2960
1699590,27,2019-06-01 01:00:00,-0.003,1.011,2961
1699589,27,2019-06-01 01:15:00,-0.003,2.051,2962
1699588,27,2019-06-01 01:30:00,-0.003,1.778,2963
1699587,27,2019-06-01 01:45:00,-0.003,0.994,2964
1699688,27,2019-06-01 02:00:00,-0.003,1.018,2965
1699641,27,2019-06-01 02:15:00,-0.003,1.006,2966
1699640,27,2019-06-01 02:30:00,-0.003,0.908,2967
1699639,27,2019-06-01 02:45:00,-0.003,0.697,2968
1699769,27,2019-06-01 03:00:00,-0.003,0.876,2969
1699752,27,2019-06-01 03:15:00,-0.003,0.331,2970
1699751,27,2019-06-01 03:30:00,-0.003,0.22,2971
1699750,27,2019-06-01 03:45:00,-0.003,0.282,2972
1699914,27,2019-06-01 04:00:00,-0.003,0.383,2973
1699913,27,2019-06-01 04:15:00,-0.003,0.318,2974
1699912,27,2019-06-01 04:30:00,-0.003,0.163,2975
1699911,27,2019-06-01 04:45:00,-0.003,0.175,2976
1699997,27,2019-06-01 05:00:00,-0.003,0.269,2977
1699996,27,2019-06-01 05:15:00,-0.003,0.359,2978
1699995,27,2019-06-01 05:30:00,-0.003,0.343,2979
1699994,27,2019-06-01 05:45:00,-0.003,0.236,2980
1700038,27,2019-06-01 06:00:00,-0.003,0.458,2981
1700037,27,2019-06-01 06:15:00,-0.003,0.439,2982
1700036,27,2019-06-01 06:30:00,-0.003,0.318,2983
1700035,27,2019-06-01 06:45:00,-0.003,0.227,2984
1700366,27,2019-06-01 07:00:00,-0.003,0.319,2985
1700191,27,2019-06-01 07:15:00,-0.003,0.252,2986
1700190,27,2019-06-01 07:30:00,-0.003,0.163,2987
1700189,27,2019-06-01 07:45:00,-0.003,0.178,2988
1700325,27,2019-06-01 08:00:00,-0.003,0.344,2989
1700236,27,2019-06-01 08:15:00,-0.003,0.361,2990
1700235,27,2019-06-01 08:30:00,-0.003,0.212,2991
1700234,27,2019-06-01 08:45:00,-0.003,0.187,2992
1700370,27,2019-06-01 09:00:00,-0.003,0.274,2993
1700369,27,2019-06-01 09:15:00,-0.003,0.287,2994
1700368,27,2019-06-01 09:30:00,-0.003,0.217,2995
1700367,27,2019-06-01 09:45:00,-0.001,0.252,2996
1700498,27,2019-06-01 10:00:00,0.073,0.308,2997
1700497,27,2019-06-01 10:15:00,0.189,0.183,2998
1700480,27,2019-06-01 10:30:00,0.208,0.153,2999
1700479,27,2019-06-01 10:45:00,0.63,-0.274,3000
1700623,27,2019-06-01 11:00:00,0.77,-0.446,3001
1700622,27,2019-06-01 11:15:00,0.438,0.402,3002
1700587,27,2019-06-01 11:30:00,0.27,0.065,3003
1700586,27,2019-06-01 11:45:00,0.222,0.161,3004
1700723,27,2019-06-01 12:00:00,0.365,0.475,3005
1700702,27,2019-06-01 12:15:00,1.048,-0.233,3006
1700701,27,2019-06-01 12:30:00,2.0,-1.592,3007
1700700,27,2019-06-01 12:45:00,4.503,-4.18,3008
1700803,27,2019-06-01 13:00:00,3.324,-2.856,3009
1700802,27,2019-06-01 13:15:00,3.627,-3.21,3010
1700801,27,2019-06-01 13:30:00,1.791,-1.38,3011
1700800,27,2019-06-01 13:45:00,2.216,-1.868,3012
1700911,27,2019-06-01 14:00:00,1.092,-0.79,3013
1700910,27,2019-06-01 14:15:00,1.218,-0.999,3014
1700909,27,2019-06-01 14:30:00,2.092,-1.865,3015
1700908,27,2019-06-01 14:45:00,4.403,-4.105,3016
1700955,27,2019-06-01 15:00:00,2.669,-2.428,3017
1700954,27,2019-06-01 15:15:00,2.842,-2.663,3018
1700953,27,2019-06-01 15:30:00,4.114,-3.876,3019
1700952,27,2019-06-01 15:45:00,7.236,-6.802,3020
1701087,27,2019-06-01 16:00:00,7.413,-7.031,3021
1701086,27,2019-06-01 16:15:00,8.238,-7.877,3022
1701085,27,2019-06-01 16:30:00,8.8,-8.345,3023
1701084,27,2019-06-01 16:45:00,7.474,-6.668,3024
1701194,27,2019-06-01 17:00:00,5.623,-5.025,3025
1701193,27,2019-06-01 17:15:00,5.197,-4.505,3026
1701192,27,2019-06-01 17:30:00,9.245,-8.604,3027
1701191,27,2019-06-01 17:45:00,9.734,-9.028,3028
1701282,27,2019-06-01 18:00:00,9.249,-8.415,3029
1701281,27,2019-06-01 18:15:00,6.293,-5.561,3030
1701280,27,2019-06-01 18:30:00,5.784,-5.126,3031
1701279,27,2019-06-01 18:45:00,5.666,-4.921,3032
1701423,27,2019-06-01 19:00:00,9.026,-8.526,3033
1701422,27,2019-06-01 19:15:00,6.123,-5.736,3034
1701421,27,2019-06-01 19:30:00,7.157,-6.636,3035
1701420,27,2019-06-01 19:45:00,6.207,-5.82,3036
1701462,27,2019-06-01 20:00:00,6.638,-6.049,3037
1701426,27,2019-06-01 20:15:00,4.399,-3.495,3038
1701425,27,2019-06-01 20:30:00,4.023,-3.241,3039
1701424,27,2019-06-01 20:45:00,2.815,-2.003,3040
1701583,27,2019-06-01 21:00:00,1.956,-1.15,3041
1701581,27,2019-06-01 21:15:00,1.709,-0.926,3042
1701580,27,2019-06-01 21:30:00,1.661,-0.828,3043
1701579,27,2019-06-01 21:45:00,1.375,-0.614,3044
1701689,27,2019-06-01 22:00:00,1.0,-0.21,3045
1701688,27,2019-06-01 22:15:00,0.828,-0.238,3046
1701687,27,2019-06-01 22:30:00,0.692,-0.189,3047
1701686,27,2019-06-01 22:45:00,0.499,0.139,3048
1701746,27,2019-06-01 23:00:00,0.376,0.287,3049
1701729,27,2019-06-01 23:15:00,0.216,0.581,3050
1701728,27,2019-06-01 23:30:00,0.12,0.469,3051
1701727,27,2019-06-01 23:45:00,0.034,0.446,3052
