,dataid,local_15min,solar_total,grid,sequence
1758129,27,2019-08-15 08:30:00,-0.003,0.224,10190
1758128,27,2019-08-15 08:45:00,-0.003,0.236,10191
1758224,27,2019-08-15 09:00:00,-0.003,0.292,10192
1758223,27,2019-08-15 09:15:00,-0.003,0.279,10193
1758222,27,2019-08-15 09:30:00,-0.003,0.347,10194
1758221,27,2019-08-15 09:45:00,-0.003,0.354,10195
1758318,27,2019-08-15 10:00:00,-0.003,0.356,10196
1758307,27,2019-08-15 10:15:00,0.0,0.214,10197
1758306,27,2019-08-15 10:30:00,0.09,0.25,10198
1758305,27,2019-08-15 10:45:00,0.218,0.265,10199
1758360,27,2019-08-15 11:00:00,0.271,0.649,10200
1758359,27,2019-08-15 11:15:00,0.444,0.272,10201
1758358,27,2019-08-15 11:30:00,0.479,0.031,10202
1758357,27,2019-08-15 11:45:00,0.529,-0.003,10203
1758518,27,2019-08-15 12:00:00,0.636,-0.038,10204
1758487,27,2019-08-15 12:15:00,0.749,-0.158,10205
1758486,27,2019-08-15 12:30:00,1.521,-0.969,10206
1758485,27,2019-08-15 12:45:00,2.863,-2.306,10207
1758566,27,2019-08-15 13:00:00,3.238,-2.978,10208
1758565,27,2019-08-15 13:15:00,3.807,-3.499,10209
1758564,27,2019-08-15 13:30:00,4.607,-4.294,10210
1758563,27,2019-08-15 13:45:00,5.825,-5.531,10211
1758718,27,2019-08-15 14:00:00,5.131,-4.89,10212
1758717,27,2019-08-15 14:15:00,6.735,-6.515,10213
1758716,27,2019-08-15 14:30:00,7.652,-7.399,10214
1758715,27,2019-08-15 14:45:00,7.292,-7.024,10215
1758822,27,2019-08-15 15:00:00,5.831,-5.621,10216
1758821,27,2019-08-15 15:15:00,8.7,-8.425,10217
1758820,27,2019-08-15 15:30:00,8.043,-7.635,10218
1758819,27,2019-08-15 15:45:00,8.359,-7.957,10219
1759054,27,2019-08-15 16:00:00,5.606,-5.285,10220
1759053,27,2019-08-15 16:15:00,7.743,-7.398,10221
1759052,27,2019-08-15 16:30:00,9.725,-9.393,10222
1759051,27,2019-08-15 16:45:00,9.409,-9.059,10223
1759042,27,2019-08-15 17:00:00,9.964,-9.583,10224
1759041,27,2019-08-15 17:15:00,7.564,-7.244,10225
1759040,27,2019-08-15 17:30:00,9.305,-8.831,10226
1759039,27,2019-08-15 17:45:00,6.304,-5.87,10227
1759082,27,2019-08-15 18:00:00,6.386,-6.09,10228
1759081,27,2019-08-15 18:15:00,4.587,-4.312,10229
1759080,27,2019-08-15 18:30:00,8.099,-7.753,10230
1759079,27,2019-08-15 18:45:00,6.524,-6.246,10231
1759218,27,2019-08-15 19:00:00,5.587,-5.286,10232
1759217,27,2019-08-15 19:15:00,5.11,-4.741,10233
1759216,27,2019-08-15 19:30:00,1.338,-1.002,10234
1759215,27,2019-08-15 19:45:00,1.308,-0.979,10235
1759348,27,2019-08-15 20:00:00,1.24,-0.997,10236
1759347,27,2019-08-15 20:15:00,1.228,-0.693,10237
1759346,27,2019-08-15 20:30:00,1.045,-0.622,10238
1759345,27,2019-08-15 20:45:00,0.548,0.004,10239
1759432,27,2019-08-15 21:00:00,0.145,0.443,10240
1759431,27,2019-08-15 21:15:00,0.039,0.64,10241
1759430,27,2019-08-15 21:30:00,0.011,0.649,10242
1759429,27,2019-08-15 21:45:00,0.001,0.598,10243
1759452,27,2019-08-15 22:00:00,-0.001,0.652,10244
1759451,27,2019-08-15 22:15:00,0.0,0.755,10245
1759450,27,2019-08-15 22:30:00,-0.001,0.597,10246
1759449,27,2019-08-15 22:45:00,-0.001,1.024,10247
1759640,27,2019-08-15 23:00:00,-0.002,0.952,10248
1759639,27,2019-08-15 23:15:00,-0.003,0.778,10249
1759638,27,2019-08-15 23:30:00,-0.003,0.67,10250
1759637,27,2019-08-15 23:45:00,-0.003,0.674,10251
1759688,27,2019-08-16 00:00:00,-0.003,0.691,10252
1759651,27,2019-08-16 00:15:00,-0.003,0.542,10253
1759650,27,2019-08-16 00:30:00,-0.003,0.555,10254
1759649,27,2019-08-16 00:45:00,-0.003,0.513,10255
1759836,27,2019-08-16 01:00:00,-0.003,0.403,10256
1759743,27,2019-08-16 01:15:00,-0.003,0.348,10257
1759742,27,2019-08-16 01:30:00,-0.003,0.318,10258
1759741,27,2019-08-16 01:45:00,-0.003,0.315,10259
1759880,27,2019-08-16 02:00:00,-0.003,0.313,10260
1759879,27,2019-08-16 02:15:00,-0.003,0.269,10261
1759878,27,2019-08-16 02:30:00,-0.003,0.211,10262
1759877,27,2019-08-16 02:45:00,-0.003,0.363,10263
1760014,27,2019-08-16 03:00:00,-0.003,0.426,10264
1760013,27,2019-08-16 03:15:00,-0.003,0.337,10265
1760012,27,2019-08-16 03:30:00,-0.003,0.208,10266
1760011,27,2019-08-16 03:45:00,-0.003,0.249,10267
1760103,27,2019-08-16 04:00:00,-0.003,0.309,10268
1760102,27,2019-08-16 04:15:00,-0.003,0.264,10269
1760101,27,2019-08-16 04:30:00,-0.003,0.207,10270
1760100,27,2019-08-16 04:45:00,-0.003,0.25,10271
1760160,27,2019-08-16 05:00:00,-0.003,0.31,10272
1760159,27,2019-08-16 05:15:00,-0.003,0.318,10273
1760158,27,2019-08-16 05:30:00,-0.003,0.32,10274
1760157,27,2019-08-16 05:45:00,-0.003,0.31,10275
1760340,27,2019-08-16 06:00:00,-0.003,0.268,10276
1760287,27,2019-08-16 06:15:00,-0.003,0.206,10277
1760286,27,2019-08-16 06:30:00,-0.003,0.148,10278
1760285,27,2019-08-16 06:45:00,-0.003,0.194,10279
1760436,27,2019-08-16 07:00:00,-0.003,0.255,10280
1760359,27,2019-08-16 07:15:00,-0.003,0.205,10281
1760358,27,2019-08-16 07:30:00,-0.003,0.148,10282
1760357,27,2019-08-16 07:45:00,-0.003,0.195,10283
1760478,27,2019-08-16 08:00:00,-0.003,0.324,10284
1760477,27,2019-08-16 08:15:00,-0.003,0.324,10285
1760476,27,2019-08-16 08:30:00,-0.003,0.264,10286
1760475,27,2019-08-16 08:45:00,-0.003,0.205,10287
1760636,27,2019-08-16 09:00:00,-0.003,0.254,10288
1760595,27,2019-08-16 09:15:00,-0.003,0.2,10289
1760594,27,2019-08-16 09:30:00,-0.003,0.146,10290
1760593,27,2019-08-16 09:45:00,-0.003,0.196,10291
1760720,27,2019-08-16 10:00:00,-0.003,0.203,10292
1760719,27,2019-08-16 10:15:00,-0.002,0.194,10293
1760718,27,2019-08-16 10:30:00,0.04,0.156,10294
1760717,27,2019-08-16 10:45:00,0.044,0.171,10295
1760780,27,2019-08-16 11:00:00,0.069,0.247,10296
1760779,27,2019-08-16 11:15:00,0.222,0.256,10297
1760778,27,2019-08-16 11:30:00,0.378,0.581,10298
1760777,27,2019-08-16 11:45:00,0.221,0.636,10299
1760936,27,2019-08-16 12:00:00,0.213,0.414,10300
1760935,27,2019-08-16 12:15:00,0.277,0.425,10301
1760926,27,2019-08-16 12:30:00,0.642,0.123,10302
1760925,27,2019-08-16 12:45:00,1.663,2.396,10303
1761044,27,2019-08-16 13:00:00,2.243,-1.212,10304
1761043,27,2019-08-16 13:15:00,2.643,-1.966,10305
1761042,27,2019-08-16 13:30:00,2.911,-2.215,10306
1761041,27,2019-08-16 13:45:00,2.876,-2.1,10307
1761100,27,2019-08-16 14:00:00,2.564,-1.795,10308
1761099,27,2019-08-16 14:15:00,3.102,-2.427,10309
1761098,27,2019-08-16 14:30:00,4.28,-3.629,10310
1761097,27,2019-08-16 14:45:00,5.113,-4.695,10311
1761212,27,2019-08-16 15:00:00,6.302,-6.025,10312
1761211,27,2019-08-16 15:15:00,8.337,-8.075,10313
1761210,27,2019-08-16 15:30:00,8.544,-8.238,10314
1761209,27,2019-08-16 15:45:00,8.131,-7.825,10315
1761344,27,2019-08-16 16:00:00,7.389,-7.064,10316
1761343,27,2019-08-16 16:15:00,9.176,-8.735,10317
1761342,27,2019-08-16 16:30:00,4.301,-3.954,10318
1761341,27,2019-08-16 16:45:00,5.179,-4.965,10319
1761372,27,2019-08-16 17:00:00,4.167,-3.927,10320
1761371,27,2019-08-16 17:15:00,5.437,-5.177,10321
1761370,27,2019-08-16 17:30:00,9.978,-9.683,10322
1761369,27,2019-08-16 17:45:00,9.21,-8.897,10323
1761524,27,2019-08-16 18:00:00,9.267,-8.93,10324
1761523,27,2019-08-16 18:15:00,9.52,-9.111,10325
1761522,27,2019-08-16 18:30:00,7.74,-7.329,10326
1761521,27,2019-08-16 18:45:00,2.584,-2.316,10327
1761644,27,2019-08-16 19:00:00,1.781,-1.6,10328
1761643,27,2019-08-16 19:15:00,4.992,-4.742,10329
1761642,27,2019-08-16 19:30:00,7.824,-7.533,10330
1761641,27,2019-08-16 19:45:00,7.331,-7.074,10331
1761716,27,2019-08-16 20:00:00,6.052,-5.583,10332
1761715,27,2019-08-16 20:15:00,6.228,-5.767,10333
1761714,27,2019-08-16 20:30:00,5.936,-5.519,10334
1761713,27,2019-08-16 20:45:00,5.391,-5.055,10335
1761848,27,2019-08-16 21:00:00,3.941,-3.574,10336
1761835,27,2019-08-16 21:15:00,3.824,-3.544,10337
1761834,27,2019-08-16 21:30:00,3.672,-3.366,10338
1761833,27,2019-08-16 21:45:00,3.156,-2.851,10339
1761856,27,2019-08-16 22:00:00,1.808,-1.436,10340
1761855,27,2019-08-16 22:15:00,0.534,-0.133,10341
1761854,27,2019-08-16 22:30:00,0.302,0.088,10342
1761853,27,2019-08-16 22:45:00,0.317,-0.065,10343
1762048,27,2019-08-16 23:00:00,0.557,-0.272,10344
1762021,27,2019-08-16 23:15:00,0.513,-0.228,10345
1762020,27,2019-08-16 23:30:00,0.265,-0.013,10346
1762019,27,2019-08-16 23:45:00,0.048,0.232,10347
1762056,27,2019-08-17 00:00:00,-0.005,0.3,10348
1762055,27,2019-08-17 00:15:00,-0.003,0.318,10349
1762054,27,2019-08-17 00:30:00,-0.003,0.343,10350
1762053,27,2019-08-17 00:45:00,-0.003,0.249,10351
1762224,27,2019-08-17 01:00:00,-0.003,0.202,10352
1762223,27,2019-08-17 01:15:00,-0.003,0.267,10353
1762222,27,2019-08-17 01:30:00,-0.003,0.541,10354
1762221,27,2019-08-17 01:45:00,-0.004,0.469,10355
1762287,27,2019-08-17 02:00:00,-0.003,0.56,10356
1762286,27,2019-08-17 02:15:00,-0.004,0.275,10357
1762285,27,2019-08-17 02:30:00,-0.003,0.164,10358
1762284,27,2019-08-17 02:45:00,-0.004,0.19,10359
1762324,27,2019-08-17 03:00:00,-0.003,0.196,10360
1762356,27,2019-08-17 03:15:00,-0.004,0.164,10361
1762355,27,2019-08-17 03:30:00,-0.003,0.189,10362
1762354,27,2019-08-17 03:45:00,-0.003,0.19,10363
1762476,27,2019-08-17 04:00:00,-0.003,0.169,10364
1762475,27,2019-08-17 04:15:00,-0.003,0.29,10365
1762474,27,2019-08-17 04:30:00,-0.003,0.31,10366
1762473,27,2019-08-17 04:45:00,-0.003,0.283,10367
1762564,27,2019-08-17 05:00:00,-0.003,0.214,10368
1762563,27,2019-08-17 05:15:00,-0.003,0.19,10369
1762562,27,2019-08-17 05:30:00,-0.003,0.193,10370
1762561,27,2019-08-17 05:45:00,-0.003,0.278,10371
1762708,27,2019-08-17 06:00:00,-0.003,0.299,10372
1762707,27,2019-08-17 06:15:00,-0.003,0.25,10373
1762666,27,2019-08-17 06:30:00,-0.003,0.228,10374
1762665,27,2019-08-17 06:45:00,-0.003,0.271,10375
1762788,27,2019-08-17 07:00:00,-0.003,0.298,10376
1762735,27,2019-08-17 07:15:00,-0.003,0.374,10377
1762734,27,2019-08-17 07:30:00,-0.004,0.346,10378
1762733,27,2019-08-17 07:45:00,-0.003,0.351,10379
1762908,27,2019-08-17 08:00:00,-0.003,0.29,10380
1762907,27,2019-08-17 08:15:00,-0.003,0.245,10381
1762906,27,2019-08-17 08:30:00,-0.003,0.226,10382
1762905,27,2019-08-17 08:45:00,-0.003,0.268,10383
1763032,27,2019-08-17 09:00:00,-0.003,0.288,10384
1763011,27,2019-08-17 09:15:00,-0.003,0.243,10385
1763010,27,2019-08-17 09:30:00,-0.003,0.214,10386
1763009,27,2019-08-17 09:45:00,-0.003,0.212,10387
1763128,27,2019-08-17 10:00:00,-0.003,0.353,10388
1763087,27,2019-08-17 10:15:00,-0.001,0.347,10389
1763086,27,2019-08-17 10:30:00,0.072,0.215,10390
1763085,27,2019-08-17 10:45:00,0.209,0.091,10391
1763192,27,2019-08-17 11:00:00,0.492,-0.264,10392
1763191,27,2019-08-17 11:15:00,0.715,-0.481,10393
1763190,27,2019-08-17 11:30:00,0.949,-0.756,10394
1763189,27,2019-08-17 11:45:00,1.244,-0.925,10395
1763292,27,2019-08-17 12:00:00,1.61,-1.069,10396
1763291,27,2019-08-17 12:15:00,1.924,-1.371,10397
1763290,27,2019-08-17 12:30:00,1.823,-1.244,10398
1763289,27,2019-08-17 12:45:00,2.737,-2.143,10399
1763426,27,2019-08-17 13:00:00,2.502,-2.116,10400
1763425,27,2019-08-17 13:15:00,1.959,-1.348,10401
1763424,27,2019-08-17 13:30:00,2.79,-1.811,10402
1763423,27,2019-08-17 13:45:00,6.456,-5.748,10403
1763555,27,2019-08-17 14:00:00,7.025,-6.353,10404
1763554,27,2019-08-17 14:15:00,7.144,-6.518,10405
1763553,27,2019-08-17 14:30:00,6.842,-6.284,10406
1763552,27,2019-08-17 14:45:00,7.962,-7.361,10407
1763651,27,2019-08-17 15:00:00,7.579,-6.971,10408
1763650,27,2019-08-17 15:15:00,8.953,-8.296,10409
1763649,27,2019-08-17 15:30:00,9.078,-8.352,10410
1763648,27,2019-08-17 15:45:00,8.647,-7.858,10411
1763751,27,2019-08-17 16:00:00,6.643,-5.834,10412
1763750,27,2019-08-17 16:15:00,6.423,-5.621,10413
1763749,27,2019-08-17 16:30:00,4.756,-4.423,10414
1763748,27,2019-08-17 16:45:00,5.139,-4.863,10415
1763791,27,2019-08-17 17:00:00,3.767,-3.223,10416
1763790,27,2019-08-17 17:15:00,2.9,-2.36,10417
1763789,27,2019-08-17 17:30:00,0.927,-0.674,10418
1763788,27,2019-08-17 17:45:00,2.439,-2.043,10419
1763930,27,2019-08-17 18:00:00,2.677,-2.279,10420
1763875,27,2019-08-17 18:15:00,3.381,-2.989,10421
1763874,27,2019-08-17 18:30:00,2.563,-2.2,10422
1763873,27,2019-08-17 18:45:00,2.579,-2.314,10423
1764065,27,2019-08-17 19:00:00,1.568,-1.322,10424
1764056,27,2019-08-17 19:15:00,1.496,-1.287,10425
1764055,27,2019-08-17 19:30:00,3.039,-2.826,10426
1764054,27,2019-08-17 19:45:00,2.457,-2.155,10427
1764142,27,2019-08-17 20:00:00,1.259,-0.93,10428
1764113,27,2019-08-17 20:15:00,0.84,-0.581,10429
1764112,27,2019-08-17 20:30:00,0.358,-0.162,10430
1764111,27,2019-08-17 20:45:00,0.618,-0.414,10431
1764233,27,2019-08-17 21:00:00,1.134,-0.931,10432
1764194,27,2019-08-17 21:15:00,0.908,-0.709,10433
1764193,27,2019-08-17 21:30:00,0.548,-0.343,10434
1764192,27,2019-08-17 21:45:00,0.281,0.036,10435
1764339,27,2019-08-17 22:00:00,0.229,0.092,10436
1764338,27,2019-08-17 22:15:00,0.495,-0.266,10437
1764276,27,2019-08-17 22:30:00,1.213,-1.014,10438
1764275,27,2019-08-17 22:45:00,1.196,-0.995,10439
1764458,27,2019-08-17 23:00:00,0.74,-0.534,10440
1764377,27,2019-08-17 23:15:00,0.296,-0.103,10441
1764376,27,2019-08-17 23:30:00,0.083,0.149,10442
1764375,27,2019-08-17 23:45:00,0.021,0.302,10443
1764538,27,2019-08-18 00:00:00,-0.005,0.31,10444
1764481,27,2019-08-18 00:15:00,-0.003,0.2,10445
1764480,27,2019-08-18 00:30:00,-0.003,0.218,10446
1764479,27,2019-08-18 00:45:00,-0.003,0.263,10447
1764605,27,2019-08-18 01:00:00,-0.003,0.269,10448
1764604,27,2019-08-18 01:15:00,-0.003,0.303,10449
1764591,27,2019-08-18 01:30:00,-0.003,0.294,10450
1764590,27,2019-08-18 01:45:00,-0.003,0.336,10451
1764710,27,2019-08-18 02:00:00,-0.003,0.451,10452
1764709,27,2019-08-18 02:15:00,-0.003,0.775,10453
1764708,27,2019-08-18 02:30:00,-0.003,0.619,10454
1764707,27,2019-08-18 02:45:00,-0.003,0.594,10455
1764821,27,2019-08-18 03:00:00,-0.003,0.621,10456
1764773,27,2019-08-18 03:15:00,-0.003,0.669,10457
1764772,27,2019-08-18 03:30:00,-0.003,0.667,10458
1764771,27,2019-08-18 03:45:00,-0.003,0.239,10459
1764886,27,2019-08-18 04:00:00,-0.003,0.301,10460
1764885,27,2019-08-18 04:15:00,-0.003,0.385,10461
1764884,27,2019-08-18 04:30:00,-0.003,0.285,10462
1764883,27,2019-08-18 04:45:00,-0.003,0.174,10463
1765014,27,2019-08-18 05:00:00,-0.003,0.19,10464
1765005,27,2019-08-18 05:15:00,-0.003,0.225,10465
1765004,27,2019-08-18 05:30:00,-0.003,0.211,10466
1765003,27,2019-08-18 05:45:00,-0.003,0.172,10467
1765131,27,2019-08-18 06:00:00,-0.003,0.19,10468
1765076,27,2019-08-18 06:15:00,-0.003,0.288,10469
1765075,27,2019-08-18 06:30:00,-0.003,0.331,10470
1765074,27,2019-08-18 06:45:00,-0.003,0.243,10471
1765172,27,2019-08-18 07:00:00,-0.003,0.191,10472
1765171,27,2019-08-18 07:15:00,-0.003,0.23,10473
1765170,27,2019-08-18 07:30:00,-0.003,0.263,10474
1765169,27,2019-08-18 07:45:00,-0.003,0.171,10475
1765339,27,2019-08-18 08:00:00,-0.003,0.192,10476
1765338,27,2019-08-18 08:15:00,-0.003,0.227,10477
1765337,27,2019-08-18 08:30:00,-0.003,0.207,10478
1765336,27,2019-08-18 08:45:00,-0.003,0.292,10479
1765452,27,2019-08-18 09:00:00,-0.003,0.311,10480
1765386,27,2019-08-18 09:15:00,-0.003,0.241,10481
1765385,27,2019-08-18 09:30:00,-0.004,0.208,10482
1765384,27,2019-08-18 09:45:00,-0.003,0.22,10483
1765464,27,2019-08-18 10:00:00,-0.003,0.259,10484
1765463,27,2019-08-18 10:15:00,0.0,0.287,10485
1765462,27,2019-08-18 10:30:00,0.106,0.158,10486
1765461,27,2019-08-18 10:45:00,0.153,0.073,10487
1765652,27,2019-08-18 11:00:00,0.251,0.046,10488
1765651,27,2019-08-18 11:15:00,0.41,-0.001,10489
1765650,27,2019-08-18 11:30:00,0.534,-0.185,10490
1765649,27,2019-08-18 11:45:00,0.676,-0.45,10491
1765740,27,2019-08-18 12:00:00,0.962,-0.704,10492
1765710,27,2019-08-18 12:15:00,1.256,-0.922,10493
1765709,27,2019-08-18 12:30:00,1.516,-1.283,10494
1765708,27,2019-08-18 12:45:00,2.658,-2.444,10495
1765760,27,2019-08-18 13:00:00,2.743,-2.242,10496
1765759,27,2019-08-18 13:15:00,5.415,-4.834,10497
1765758,27,2019-08-18 13:30:00,5.576,-5.163,10498
1765757,27,2019-08-18 13:45:00,6.041,-5.365,10499
1765931,27,2019-08-18 14:00:00,6.605,-6.143,10500
1765930,27,2019-08-18 14:15:00,7.072,-6.508,10501
1765929,27,2019-08-18 14:30:00,7.432,-6.62,10502
1765928,27,2019-08-18 14:45:00,7.825,-6.786,10503
1765995,27,2019-08-18 15:00:00,8.064,-6.993,10504
1765994,27,2019-08-18 15:15:00,8.403,-7.553,10505
1765993,27,2019-08-18 15:30:00,8.641,-7.79,10506
1765992,27,2019-08-18 15:45:00,8.737,-7.722,10507
1766115,27,2019-08-18 16:00:00,9.308,-8.313,10508
1766114,27,2019-08-18 16:15:00,6.529,-5.654,10509
1766113,27,2019-08-18 16:30:00,9.438,-8.552,10510
1766112,27,2019-08-18 16:45:00,9.166,-8.182,10511
1766207,27,2019-08-18 17:00:00,5.1,-4.192,10512
1766206,27,2019-08-18 17:15:00,8.424,-7.38,10513
1766205,27,2019-08-18 17:30:00,9.004,-7.878,10514
1766204,27,2019-08-18 17:45:00,8.753,-8.153,10515
1766346,27,2019-08-18 18:00:00,2.741,-2.575,10516
1766345,27,2019-08-18 18:15:00,1.555,-1.322,10517
1766344,27,2019-08-18 18:30:00,1.321,-1.156,10518
1766343,27,2019-08-18 18:45:00,0.289,-0.088,10519
1766398,27,2019-08-18 19:00:00,0.89,-0.421,10520
1766381,27,2019-08-18 19:15:00,1.984,-1.629,10521
1766380,27,2019-08-18 19:30:00,1.729,-1.339,10522
1766379,27,2019-08-18 19:45:00,0.56,-0.252,10523
1766496,27,2019-08-18 20:00:00,0.096,0.124,10524
1766495,27,2019-08-18 20:15:00,0.025,0.176,10525
1766494,27,2019-08-18 20:30:00,0.07,0.218,10526
1766493,27,2019-08-18 20:45:00,0.187,0.031,10527
1766611,27,2019-08-18 21:00:00,0.368,-0.035,10528
1766610,27,2019-08-18 21:15:00,0.642,-0.107,10529
1766609,27,2019-08-18 21:30:00,0.673,-0.396,10530
1766608,27,2019-08-18 21:45:00,0.623,-0.42,10531
1766692,27,2019-08-18 22:00:00,0.922,-0.627,10532
1766691,27,2019-08-18 22:15:00,0.783,-0.554,10533
1766667,27,2019-08-18 22:30:00,0.695,-0.476,10534
1766666,27,2019-08-18 22:45:00,0.656,-0.13,10535
1766803,27,2019-08-18 23:00:00,0.523,-0.212,10536
1766802,27,2019-08-18 23:15:00,0.306,0.315,10537
1766801,27,2019-08-18 23:30:00,0.141,0.506,10538
1766800,27,2019-08-18 23:45:00,0.015,0.6,10539
1766886,27,2019-08-19 00:00:00,-0.002,0.558,10540
1766885,27,2019-08-19 00:15:00,-0.003,0.553,10541
1766884,27,2019-08-19 00:30:00,-0.003,0.443,10542
1766883,27,2019-08-19 00:45:00,-0.003,0.432,10543
1767016,27,2019-08-19 01:00:00,-0.003,0.514,10544
1767015,27,2019-08-19 01:15:00,-0.003,0.559,10545
1767006,27,2019-08-19 01:30:00,-0.003,0.253,10546
1767005,27,2019-08-19 01:45:00,-0.003,0.244,10547
1767136,27,2019-08-19 02:00:00,-0.003,0.209,10548
1767079,27,2019-08-19 02:15:00,-0.003,0.172,10549
1767078,27,2019-08-19 02:30:00,-0.003,0.206,10550
1767077,27,2019-08-19 02:45:00,-0.003,0.239,10551
1767176,27,2019-08-19 03:00:00,-0.003,0.261,10552
1767175,27,2019-08-19 03:15:00,-0.003,0.306,10553
1767174,27,2019-08-19 03:30:00,-0.003,0.418,10554
1767145,27,2019-08-19 03:45:00,-0.004,0.25,10555
1767308,27,2019-08-19 04:00:00,-0.003,0.165,10556
1767307,27,2019-08-19 04:15:00,-0.003,0.158,10557
1767306,27,2019-08-19 04:30:00,-0.004,0.277,10558
1767301,27,2019-08-19 04:45:00,-0.003,0.312,10559
1767416,27,2019-08-19 05:00:00,-0.003,0.252,10560
1767415,27,2019-08-19 05:15:00,-0.003,0.347,10561
1767414,27,2019-08-19 05:30:00,-0.003,0.474,10562
1767413,27,2019-08-19 05:45:00,-0.003,0.33,10563
1767514,27,2019-08-19 06:00:00,-0.003,0.221,10564
1767513,27,2019-08-19 06:15:00,-0.003,0.217,10565
1767512,27,2019-08-19 06:30:00,-0.003,0.302,10566
1767481,27,2019-08-19 06:45:00,-0.003,0.301,10567
1767636,27,2019-08-19 07:00:00,-0.003,0.219,10568
1767635,27,2019-08-19 07:15:00,-0.003,0.303,10569
1767634,27,2019-08-19 07:30:00,-0.003,0.479,10570
1767633,27,2019-08-19 07:45:00,-0.003,0.395,10571
1767660,27,2019-08-19 08:00:00,-0.004,0.217,10572
1767659,27,2019-08-19 08:15:00,-0.003,0.216,10573
1767658,27,2019-08-19 08:30:00,-0.003,0.3,10574
1767657,27,2019-08-19 08:45:00,-0.004,0.24,10575
1767844,27,2019-08-19 09:00:00,-0.003,0.158,10576
1767843,27,2019-08-19 09:15:00,-0.003,0.16,10577
1767842,27,2019-08-19 09:30:00,-0.003,0.399,10578
1767841,27,2019-08-19 09:45:00,-0.003,0.365,10579
1767932,27,2019-08-19 10:00:00,-0.003,0.298,10580
1767931,27,2019-08-19 10:15:00,0.0,0.156,10581
1767866,27,2019-08-19 10:30:00,0.199,0.042,10582
1767865,27,2019-08-19 10:45:00,0.286,0.011,10583
1768024,27,2019-08-19 11:00:00,0.347,-0.052,10584
1768023,27,2019-08-19 11:15:00,0.586,-0.235,10585
1768022,27,2019-08-19 11:30:00,0.89,-0.66,10586
1768021,27,2019-08-19 11:45:00,0.678,-0.509,10587
1768084,27,2019-08-19 12:00:00,0.58,-0.233,10588
1768083,27,2019-08-19 12:15:00,0.691,-0.186,10589
1768082,27,2019-08-19 12:30:00,0.895,-0.384,10590
1768081,27,2019-08-19 12:45:00,1.185,-0.5,10591
1768228,27,2019-08-19 13:00:00,1.141,-0.425,10592
1768227,27,2019-08-19 13:15:00,1.653,-1.06,10593
1768226,27,2019-08-19 13:30:00,1.798,-1.097,10594
1768225,27,2019-08-19 13:45:00,2.028,-1.209,10595
1768328,27,2019-08-19 14:00:00,2.999,-2.353,10596
1768327,27,2019-08-19 14:15:00,2.725,-2.44,10597
1768326,27,2019-08-19 14:30:00,2.575,-2.198,10598
1768325,27,2019-08-19 14:45:00,7.516,-7.1,10599
1768424,27,2019-08-19 15:00:00,8.658,-8.299,10600
1768423,27,2019-08-19 15:15:00,6.997,-6.599,10601
1768422,27,2019-08-19 15:30:00,5.575,-5.231,10602
1768421,27,2019-08-19 15:45:00,7.933,-7.485,10603
1768485,27,2019-08-19 16:00:00,7.857,-7.395,10604
1768484,27,2019-08-19 16:15:00,7.237,-6.951,10605
1768483,27,2019-08-19 16:30:00,8.442,-8.124,10606
1768477,27,2019-08-19 16:45:00,6.263,-5.912,10607
1768620,27,2019-08-19 17:00:00,5.613,-5.351,10608
1768619,27,2019-08-19 17:15:00,5.654,-5.333,10609
1768590,27,2019-08-19 17:30:00,4.29,-3.848,10610
1768589,27,2019-08-19 17:45:00,4.324,-4.007,10611
1768894,27,2019-08-19 18:00:00,8.625,-8.301,10612
1768893,27,2019-08-19 18:15:00,6.857,-6.553,10613
1768862,27,2019-08-19 18:30:00,6.763,-6.544,10614
1768861,27,2019-08-19 18:45:00,7.88,-7.628,10615
1768895,27,2019-08-19 19:00:00,5.464,-5.116,10616
1768869,27,2019-08-19 19:15:00,7.993,-7.64,10617
1768868,27,2019-08-19 19:30:00,6.659,-6.369,10618
1768867,27,2019-08-19 19:45:00,5.303,-5.027,10619
1768896,27,2019-08-19 20:00:00,7.193,-6.976,10620
1768872,27,2019-08-19 20:15:00,6.874,-6.645,10621
1768871,27,2019-08-19 20:30:00,6.185,-5.883,10622
1768870,27,2019-08-19 20:45:00,3.596,-3.307,10623
1768981,27,2019-08-19 21:00:00,3.664,-3.343,10624
1768980,27,2019-08-19 21:15:00,3.954,-3.554,10625
1768979,27,2019-08-19 21:30:00,3.516,-3.334,10626
1768978,27,2019-08-19 21:45:00,2.641,-2.46,10627
1769078,27,2019-08-19 22:00:00,2.613,-2.373,10628
1769077,27,2019-08-19 22:15:00,1.469,-1.245,10629
1769076,27,2019-08-19 22:30:00,1.217,-0.849,10630
1769075,27,2019-08-19 22:45:00,0.575,-0.161,10631
1769146,27,2019-08-19 23:00:00,0.346,-0.127,10632
1769145,27,2019-08-19 23:15:00,0.224,0.016,10633
1769144,27,2019-08-19 23:30:00,0.112,0.204,10634
1769143,27,2019-08-19 23:45:00,0.023,0.279,10635
1769333,27,2019-08-20 00:00:00,-0.004,0.433,10636
1769252,27,2019-08-20 00:15:00,-0.003,0.45,10637
1769251,27,2019-08-20 00:30:00,-0.003,0.278,10638
1769250,27,2019-08-20 00:45:00,-0.003,0.305,10639
1769413,27,2019-08-20 01:00:00,-0.003,0.357,10640
1769364,27,2019-08-20 01:15:00,-0.003,0.278,10641
